track_id,track_name,artists,album_name,track_genre,explicit
6JGjevTaqr9J1xp7YvYUKF,"Speak Your Mind (From the Netflix Series ""We The People"")",Brandi Carlile,Finest Country,acoustic,False
7Af2YlwMZryKOQiRfwMsD2,You and Me on the Rock,Brandi Carlile;Lucius,Easy Country,acoustic,False
3RE5nHIVkC4KcA7snFaTKd,You and Me on the Rock,Brandi Carlile;Lucius,Cozy Country,acoustic,False
0JvkNRyq8Tmot9khpdtN0I,You and Me on the Rock,Brandi Carlile;Lucius,Good Times Country,acoustic,False
27gHtbsHClwimHFtKgFop4,You and Me on the Rock,Brandi Carlile;Lucius,Laidback Country,acoustic,False
1QBNBGeIRRGBnLhdlHbfI8,You and Me on the Rock,Brandi Carlile;Lucius,Chillin' It - Mellow Day Country,acoustic,False
72xTsTouZ5nBmASX8k1XCW,Trampoline - Acoustic,Highland Peak,Trampoline (Acoustic),acoustic,False
3ILmwMefYZoQh5Cf5jeuUQ,,Motohiro Hata,Documentary,acoustic,False
2DHDuADAHoUW6n0z80RLQF,Pieces,Andrew Belle,Black Bear,acoustic,False
5JDcQAztvZTIkrWoZihgvC,A Drop in the Ocean,Ron Pope,The Bedroom Demos,acoustic,False
2sYFi9xVSZ56WHKSY2fN1K,So Far Away - Acoustic,Adam Christopher,So Far Away (Acoustic),acoustic,False
6xJOhSm4SvZwzy3uhWz26O,The Enemy,Andrew Belle,Black Bear,acoustic,False
7lLKxcNeJtDTWVRKHovLEC,Build It Better,Aron Wright,Build It Better,acoustic,False
25UzeaV47eDT44Fovve6xQ,Sleepwalking in the Rain,Chord Overstreet,Sleepwalking in the Rain,acoustic,False
4oa14QBfWRDfJy2agySy0L,Gravity,Sara Bareilles,Little Voice,acoustic,False
2gRKq9rIC5i1zuxp06zJWH,What's Left of You,Chord Overstreet,What's Left of You,acoustic,True
08MFgEQeVLF37EyZ7jcwLc,Pano,Zack Tabudlo,Pano,acoustic,False
6nXIYClvJAfi6ujLiKqEq8,Sky's Still Blue,Andrew Belle,The Daylight EP,acoustic,False
7x4b0UccXSKBWxWmjcrG2T,And I Love Her,Kurt Cobain,Montage Of Heck: The Home Recordings,acoustic,False
6owKuyHxUqidcAA6fPKSyy,We Can't Stop,Boyce Avenue;Bea Miller,"Cover Sessions, Vol. 3",acoustic,False
0wbmIfvndFV9VDvuUY1pYN,Always Be My Baby,Tim Halperin,Covers,acoustic,False
3e5yu9MkIvQx17mm7LF6KY,Alone with You,Canyon City,Midnight Waves,acoustic,False
6VwAh8Z1d5YKoSWoEaV4db,Making All Things New,Aaron Espe,Making All Things New,acoustic,False
2D4BSm5Z8Hq5zYbSgJwEOh,She Used To Be Mine,Sara Bareilles,What's Inside: Songs from Waitress,acoustic,False
7LwGBxB0h0CVmkOZxYKn0g,In My Veins - Feat. Erin Mccarley,Andrew Belle,In My Veins (Feat. Erin Mccarley),acoustic,False
0ZwdH0m32I8odedwvspYTh,I Don't Wanna Live Forever (Fifty Shades Darker),Tyler Ward,Under Covers,acoustic,False
16dkWKIlBsfYTISCVuDs0w,A Drop In the Ocean,Ron Pope,Whatever It Takes,acoustic,False
3TwtrR1yNLY1PMPsrGQpOp,Superman (It's Not Easy),Five For Fighting,America Town,acoustic,False
3Et4LKZLnXygPYfNdeB3D3,When the End Comes,Andrew Belle,Dive Deep,acoustic,False
2E9viCx0hJKNKNThd2MdGQ,You're Still The One,Bailey Jehl,You're Still The One,acoustic,False
0Zf1BPkkFAWGtVHeBwHHz4,Light Me Up,Ingrid Michaelson,It Doesn't Have To Make Sense,acoustic,False
38jy6kRlPt8z1GUS9WXeNh,93 Million Miles,Jason Mraz,Love Is a Four Letter Word,acoustic,False
2SkJKMfjpYsNv0KWOxiegX,Kaleidoscope,A Great Big World,When the Morning Comes,acoustic,False
4qCbMMMuEB56kHd4zPE6GD,The Long Road,Eddie Vedder;Nusrat Fateh Ali Khan,"Eat, Pray, Love",acoustic,False
11TK5KLtLZUdKr1C549bAw,What Would I Do Without You,Drew Holcomb & The Neighbors,Good Light,acoustic,False
7BXW1QCg56yzEBV8pW8pah,Have It All,Jason Mraz,Know.,acoustic,False
2kMrCPZ0o5gErBPLCRgoli,Heavy Heart,Gabrielle Aplin,Mellow Adult Pop,acoustic,False
5IjTZ1g8KrIuV97N3OQZ0V,The House We Never Built,Gabrielle Aplin,Break Up Songs,acoustic,False
3bHhUEOTIbezeZ856R0BX5,Society,Eddie Vedder,Into The Wild (Music For The Motion Picture),acoustic,False
0wf17wsLRwnnfh241GkeH5,Please Don't Say You Love Me,Gabrielle Aplin,u don't deserve me,acoustic,False
3322ArxAq7wCSZI4fF77Q0,Please Don't Say You Love Me,Gabrielle Aplin,Coffee Moment,acoustic,False
4LGF2tDg3878bs0mQPByZ4,Guaranteed,Eddie Vedder,Into The Wild (Music For The Motion Picture),acoustic,False
6Uy6K3KdmUdAfelUp0SeXn,Brave,Sara Bareilles,The Blessed Unrest,acoustic,False
2z2JKNU24UEngb4joR9p8f,Lonely This Christmas,KT Tunstall,Slow Christmas Songs 2022,acoustic,False
2nef44o0sjJDKB1ta4S0ub,Lonely This Christmas,KT Tunstall,Lonely Christmas 2022,acoustic,False
0qJGlogD7AyMLAJfQ42aI2,Heaven Knows,Five For Fighting,Bookmarks,acoustic,False
04JS6OitE9VGsIS3S94Osg,I Heard The Bells On Christmas Day,The Civil Wars,Slow Christmas Songs 2022,acoustic,False
5OGpsZeJRZ3t3MZioawcZW,I Heard The Bells On Christmas Day,The Civil Wars,Alternative Christmas 2022,acoustic,False
3Vnes7v746dYzBn0FJTZ1W,Fairytale Of New York,KT Tunstall,Alternative Christmas 2022,acoustic,False
30cYWLpVdBZVLb1cYdmcTT,I Heard The Bells On Christmas Day,The Civil Wars,Acoustic Christmas Campfire,acoustic,False
7sUqJ51FGSi3n7x4pYjY3v,I Heard The Bells On Christmas Day,The Civil Wars,Lonely Christmas 2022,acoustic,False
15BFn2VmEtonsXfNL1lUmy,I Heard The Bells On Christmas Day,The Civil Wars,Chill Christmas Dinner,acoustic,False
0WOFJR54wyTwLB11jcBDb1,I Heard The Bells On Christmas Day,The Civil Wars,sadsadchristmas,acoustic,False
1uDCw6LVMOmbZ6zRliNcNX,I Heard The Bells On Christmas Day,The Civil Wars,Christmas Country Songs 2022,acoustic,False
7DYsBLdOqz0z14tYWMt2Tn,Hold On,KT Tunstall,Del gusto de mama,acoustic,False
7cPuE0M35EajWPRO3nRcH8,Suddenly I See,KT Tunstall,OO's Music Grandi Successi,acoustic,False
0U32q8CZRRo7xCzyiaZw5f,Rain,Motohiro Hata,,acoustic,False
4kQXMVjoZ9yMibLZq5Aqi5,Somebody Else - Acoustic,Callum J Wright,Somebody Else (Acoustic),acoustic,False
3us8sod4dLbM9FiMiPiEY8,Pieces (Hushed),Andrew Belle,Black Bear (Hushed),acoustic,False
1PR5pyPiOEEQ02oJYq402x,Mirrors,Boyce Avenue;Fifth Harmony,"Cover Sessions, Vol. 3",acoustic,False
068qo0w1Ki0cjnFYOUhAm2,Stand by Me,Boyce Avenue,Stand by Me,acoustic,False
2RFt6ZWQbr9mPhsft9u9eX,Losing Me,Gabrielle Aplin;JP Cooper,Dear Happy,acoustic,False
59pUIlXjQupbiYwt40uUTi, - movie ver.,Mone Kamishiraishi,chouchou,acoustic,False
0VhZ5JYfqPojSYeGWnk4dL,Youre Beautiful - Acoustic,John Adams,Youre Beautiful (Acoustic),acoustic,False
0ltIx8PLjtWoS9zn9PqsZW,Hikare Inochi,Kitri,Hikare Inochi,acoustic,False
7ACW42whcdOiUxiNVu7ltx,How To Lose a Girl,Tyler Ward,Songs From Nashville,acoustic,False
4qTHoIp62ngNDpUJwW3hZ7,Cant Help Falling in Love,Boyce Avenue,"Cover Sessions, Vol. 6",acoustic,False
4VbDTk82rqWqVgoQC93CkC,Dive Deep (Hushed),Andrew Belle,Dive Deep (Hushed),acoustic,False
1pG5nd6gmfbMwUfT5shDQe,When the Party's over (Acoustic Piano),Ben Woodward,When the Party's over (Acoustic Piano),acoustic,False
2WZyfujzMweFLnozyUJBkW,Boston,Augustana,All The Stars and Boulevards,acoustic,False
6gijbGNDNNJgT60Aj7UCyc,Living in the Shadows,Matthew Perryman Jones,Living in the Shadows,acoustic,False
5pq4v03P5PxMcnCagg4S3Z,In Case You Didnt Know,Boyce Avenue,"Cover Sessions, Vol. 4",acoustic,False
08OjvLnGR3M0HUhcePeMNO,death bed (coffee for your head),Andrew Foy;Renee Foy,death bed (coffee for your head),acoustic,False
65VhbQdqvozUntjnlFkFbZ,You Are My Sunshine,Kina Grannis,You Are My Sunshine,acoustic,False
05pKAafT85jeeNhZ6kq7HT,I Won't Give Up,Jason Mraz,I Won't Give Up,acoustic,False
3PG6V5yuFfo4APiovOQoRv,I Was Born To Love You,Ray LaMontagne;Sierra Ferrell,I Was Born To Love You,acoustic,False
5O9R57EozcpLKGQBzadPVy,Only Love Can Hurt Like This,Meg Birch,Life Sucks Playlist,acoustic,False
6ta5yavnnEfCE4faU0jebM,Mr Blue,Catherine Feeny,Hurricane Glass,acoustic,False
7BRCa8MPiyuvr2VU3O9W0F,Do Not Let Me Go,Joshua Hyslop,Where The Mountain Meets The Valley,acoustic,False
5ZhaKUsY68U0lgREFWfoxg,Holding On And Letting Go,Ross Copperman,Holding On And Letting Go - Single,acoustic,False
4zcMBfbQZvBSHQBGDd6gsN,You Already Know,JJ Heller,You Already Know,acoustic,False
7bhHLZxkRekrNPPkEdDTbn,Believer (Remix),Ben Woodward,Believer (Remix),acoustic,False
5rwq6R0Uq0BngM3rdmCeNg,Collide - Acoustic Version,Howie Day,Stop All the World Now (Special Edition),acoustic,False
2lxBZVbkiCXC1soks2RXwV,Love Like This,Ben Rector,Magic,acoustic,False
38YgZVHPWOWsKrsCXz6JyP,Come On Get Higher,Matt Nathanson,Some Mad Hope,acoustic,False
6XrNrp7UtGgyZcHJ0ckL0w,"""Something In the Rain"" (Something In the Rain, Pt. 1) [Music from the Original TV Series]",Rachael Yamagata,Something In the Rain (Music from the Original TV Series),acoustic,False
72R0X0h8YaxYNpegeoOl0M,Kiss Me Slowly,Parachute,The Way It Was,acoustic,False
6R6ux6KaKrhAg2EIB2krdU,Without You,Parachute,Wide Awake,acoustic,False
2D9w6sabdMCLSheW5aegwO,Absolutely Zero,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),acoustic,False
1Qo3taHLFSQpzLm5Sty7M4,Sleep All Day,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),acoustic,False
71M4QMn8nrok1KFVXwEEyU,You and I Both,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),acoustic,False
4lxGVzcUaSF5HW5jtWnShV,Long Nights,Eddie Vedder,Into The Wild (Music For The Motion Picture),acoustic,False
2PIlBukQ6limukVR8Ubb5o,Please Don't Say You Love Me,Gabrielle Aplin,English Rain,acoustic,False
5p9XWUdvbUzmPCukOmwoU3,Suddenly I See,KT Tunstall,Eye To The Telescope,acoustic,False
1uSuY2qLCbx1QB7oPUVhFG,Who Needs Shelter,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),acoustic,False
6twvFrIoIINH8UW8EB8OnU,No Stopping Us,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),acoustic,False
2pelUnMKr07JjJpilj9Yew,I'll Do Anything,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),acoustic,False
7d0bJhpp0mCYyMXaMgWyMS,Make You Feel My Love,JJ Heller,I Dream of You: CALM,acoustic,False
73CbJykoV6WapWGfTeRzTl,The Remedy (I Won't Worry),Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),acoustic,False
3ixLIO5BsTmic0Pp27FaPY,Too Much Food,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),acoustic,False
5ZetMq21bMQN5oo4TtdOxu,The Boy's Gone,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),acoustic,False
73oHkllHIT8fdbzpxiXW40,"On Love, in Sadness",Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),acoustic,False
4MihgVRpD82EZoT61GW63w,Curbside Prophet,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),acoustic,False
1BECZPXBXzobsfmlzj0g3I,"Tonight, Not Again - Live",Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),acoustic,False
14vExHBkh1prEAN94wZug8,"Tonight, Not Again",Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),acoustic,False
0fzCtVM9D5UEwiLqcY8Ouq,Hard Sun,Eddie Vedder,Into The Wild (Music For The Motion Picture),acoustic,False
6IF2P93LkyW4GqDQu1yS7H,Here with Me,Susie Suh;Robot Koch,Here with Me,acoustic,False
34dnNAUoIPcwnK0RtVMBWZ,The Scientist,Tyler Ward;Lindsey Stirling;Kina Grannis,"Tyler Ward Covers, Vol. 5",acoustic,False
5aDpULK8MbJmHl42kR5KNI,Collide,Howie Day,Stop All The World Now,acoustic,False
1fI1TMpz7FVkpoYBhmiywp,get better,Eden Elf;Ren Avel,get better,acoustic,False
23Mcmg5O8rBKAOzxvrTjnD,Sympathy,Kitri,Hikare Inochi,acoustic,False
0gVbkmFqq5fIkXtJJ3UTfM,Let It Go,Boyce Avenue;Rachel Grae,Let It Go,acoustic,False
00DuOxungwHwVUX2m37P0P,What You Need,Chord Overstreet,What You Need,acoustic,False
2lFlveK1y13WWp3vnQtrr3,100 Years,Five For Fighting,The Battle for Everything,acoustic,False
2WD93lsfJonaKtrQtpLB2R,You're the Sea,Andrew Belle,Nightshade,acoustic,False
7njTGO45SkaBTNu35t2Yq0,No Direction,Rachael Yamagata,"One Spring Night (Original Television Soundtrack), Pt. 1",acoustic,False
6ivkBaxvclVhwZDE2uwldj,Belong,Cary Brothers,Under Control,acoustic,False
6Cvti10W0AzmzG9D1tpuKp,As It Was,The Mayries,As It Was,acoustic,False
03yc0G2OoH1Eeyu7Piy8fK,I'm Yours,Jason Mraz,I'm Yours,acoustic,False
5RO0MNa5hBKIM4OcjygadU,Chi Mai,Joseph Sullinger,Chi Mai,acoustic,False
78TKtlSLWK8pZAKKW3MyQL,Say Something,A Great Big World;Christina Aguilera,Say Something,acoustic,False
1esE8j1nVyzEQ5rVhYXoJT,Had It All,Parachute,Parachute,acoustic,False
68Yc9ylRZZPtsuVgtrxcDj,Take Me Back ft. Yonnyboii,Zack Tabudlo;Yonnyboii,Take Me Back,acoustic,False
3tjjCCdXSdaVEo4q4y071G,Whole Again - Acoustic Version,Tobey Rosen,Whole Again (Acoustic Version),acoustic,False
3tob5ofeuvFKKSbOTldenC,Overpass Graffiti,The Mayries,Overpass Graffiti,acoustic,False
4E6cwWJWZw2zWf7VFbH7wf,Love Song,Sara Bareilles,Little Voice,acoustic,False
3uAdZpIbMTtVXitHVibLMV,Let Her Go,Andrew Foy;Renee Foy,Let Her Go,acoustic,False
2LC523tbEPFpc1pnikbt5b,Brighter Than Sunshine,Aqualung,Still Life,acoustic,False
3ISLwA96mtx13Wx7K1PPPk,Love Story,Tyler Ward;Karis;Ray Lorraine,Love Story,acoustic,False
7Ca2CkwSqHyr3eCh8IRdjz,Mujer con Abanico,Agustin Amigo;Nylonwings,Mujer con Abanico,acoustic,False
6ql0ffq6Jvyh9OKqrJCMaP,In the Shadows,Amy Stroup,In the Shadows,acoustic,False
1EyvonxK8OGHRV4WDRdArc,Can You Feel the Love Tonight,Boyce Avenue;Connie Talbot,Can You Feel the Love Tonight,acoustic,False
0EKBV6GybPtALXUgWqWrym,The Story,Brandi Carlile,The Story,acoustic,False
41A82PidFKhGX5hm1WoaDs,Better,JJ Heller,Better,acoustic,False
5oV8bZaShr2d01FFMHBUPq,Iris,Kina Grannis,Iris,acoustic,False
5nMRpGfqQ0tb1TMbqBVK2J,Rockabye - Acoustic Version,The Mayries,#Acoustic,acoustic,False
04qDUASuSfVp6fktfsxVej,I Need You More Today,Caleb Santos;Viva Music Publishing Inc.,I Need You More Today,acoustic,False
3g61xRaqII8q1wlQDzv550,Beautiful Soul,Boyce Avenue,"Cover Sessions, Vol. 4",acoustic,False
3dglCYsVMjPbDlU2CC9Vq7,Let's See What The Night Can Do,Jason Mraz,Know.,acoustic,False
2f4jlGvGi3ZDGogXys5FUp,"La La La (Something In the Rain, Pt. 2) [Music from the Original TV Series]",Rachael Yamagata,Something In the Rain (Music from the Original TV Series),acoustic,False
3NCg46FWgnANZc9HQHQOQR,Forever And Always,Parachute,The Way It Was,acoustic,False
0muntSMuAZzcwYBBMZj6sf,Fine On The Outside,Priscilla Ahn,When Marnie Was There Song Album - Just Know That I Love You.,acoustic,False
4bXoVtbp6fN8FaSQvGQB41,Tortured Soul,Chord Overstreet,Tree House Tapes,acoustic,False
3FRARAKLpHw3er9ZaTwaHO,I Believe in You,JJ Heller,I Believe in You,acoustic,False
2Dzhwe90lhHXVU6lk7Nx0H,At Home,Jon Bryant,Cult Classic,acoustic,False
12niARgkwxGsklcEwh6GlG,"Portland, Maine",Donovan Woods,"Hard Settle, Ain't Troubled",acoustic,False
0v0pc1lIt5p6EBX7pnfOGF,Holding On and Letting Go,Ross Copperman,Holding On and Letting Go LP,acoustic,False
5wQci5VCUjdbKnRD61XYwu,The Flood,Joshua Hyslop,In Deepest Blue (Bonus Track Version),acoustic,False
0HQnJee8ShSDu2AYwibxst,Hanggang Kailan (Umuwi Ka Na Baby),Angelina Cruz,Hanggang Kailan (Umuwi Ka Na Baby),acoustic,False
4VoJCUgNmnqG2qF0peDBkw,Out of My League,Stephen Speaks,No More Doubt,acoustic,False
7xLhousIHDxoGgeJNhO4Ye,Say Something,A Great Big World,Is There Anybody Out There? - Track by Track Commentary,acoustic,False
1bhpBRCLsVg3p7BWARbaDS,Rise,Eddie Vedder,Into The Wild (Music For The Motion Picture),acoustic,False
6NSlOEEtWlqvEFrjQsry77,World Spins Madly On,The Weepies;Deb Talan;Steve Tannen,Say I Am You,acoustic,False
1HqVCK9h4LiJ61aRrrKTAt,Stumble,Freddie King,Thanksgiving Party,acoustic,False
0wP19iM8ULJyV0r0LFDsDv,Paradise,Taj Mahal,Supa Chill,acoustic,False
27Fq4XyOkogdGLcfsVdjFb,"Moonlight, Mistletoe & You",Keb' Mo';Gerald Albright,Un tecito y a mimir,acoustic,False
45jGOHwYKgsRYbAJ8DR61d,,Motohiro Hata,,acoustic,False
4iObEYRE4FLm0D90gmZFef,Since U Been Gone - Acoustic Version,Thomas Daniel,Since U Been Gone,acoustic,False
3akr0ZrJxLMBLIFeNNKffW,"One more time,One more chance",Masayoshi Yamazaki,"One more time,One more chance",acoustic,False
7BRwh1bemr9rFMDeTbcy5S,Creep,Kina Grannis,Creep,acoustic,False
3rzRo91l4htQvMXhsiECAX,Higher Love,Todd Carey;Ariza;Chuck Leavell,Higher Love,acoustic,False
0v1vufjir4OE4iRckLMoLd,Hyouriittai,YUZU,Shinsekai,acoustic,False
4vAnqYqm1DOo5IDVcxORX3,How Long Will I Love You,Canyon City,How Long Will I Love You,acoustic,False
2X5AFygz5SDYlXagyPw8kX,Binibini,Zack Tabudlo,Binibini,acoustic,False
13GvSZgg9LOs3M9uGbWsPE,You Were Supposed to Be Different,Aron Wright,You Were Supposed to Be Different,acoustic,False
4cR4nao0hqqBtklQmGVqbe,Thinking out Loud,Boyce Avenue,"Cover Sessions, Vol. 3",acoustic,False
4x7AdVDV9IFWp8pg4LMz90,Perfect / Style,Jonah Baker,Covers,acoustic,False
5eNYumDY5PCXtKKJ0SWg2r,Poison & Wine,The Civil Wars,Barton Hollow,acoustic,False
6dwkFmLUz6hx2CZG2EqLol,Collide,Howie Day,Stop All The World Now,acoustic,False
7aohwSiTDju51QmC54AUba,You And I,Ingrid Michaelson,Be OK,acoustic,False
7g3ryXLtXExZ0OFCj17Ae1,Give Me Your Forever (ft. Billkin),Zack Tabudlo;Billkin,Give Me Your Forever,acoustic,False
5MrgVJzR1du1gz8XWe4m28,Falling in Love at a Coffee Shop,Landon Pigg,Coffee Shop,acoustic,False
5auMzVHFr5Zfw6IbKarZ56,Breathe (2 AM),Anna Nalick,Wreck of the Day,acoustic,False
63bmIgH9sS6sX5Sc7MetGq,Habang Buhay,Zack Tabudlo,Episode,acoustic,False
3ZjSJv88euP3CdvTg07dZL,Beautiful Soul,Jonah Baker,Beautiful Soul,acoustic,False
14BMBNRzv24eG6OKoIgPfP,Bulletproof,Ben Woodward,Bulletproof,acoustic,False
5pEmeoMUW38w1oU3kPelvR,Spectrum,Andrew Belle,Nightshade,acoustic,False
2h3VsZVKQeT0yLNQtCIRjn,Girls Like You - Acoustic Version,Jonah Baker,Girls Like You (Acoustic Version),acoustic,False
1dcNEEtODRVZEevQ20Cgmy,Nangangamba,Zack Tabudlo,Nangangamba,acoustic,False
6huS9u0BDfeQHq0lObNLPl,Better Together,Us The Duo,Better Together,acoustic,False
14NiShC5b46yQxBN1mu9VJ,Heartbreak Anniversary,Andrew Foy;Renee Foy,Heartbreak Anniversary,acoustic,False
3DyhwZyBFedvnt68fMi6vf,One More Time Around,Tyler Ward;Karis;Ray Lorraine,One More Time Around,acoustic,False
6kRZfOZSuoi0Htg6gROKDz,Say Something,A Great Big World,,acoustic,False
5e9DrLUUZraUE7mmniufjn,Heart Cant Lose,Zack Tabudlo,Episode,acoustic,False
2z3HKlpENvfz1Am2MNF2pL,I Ain't Ever Loved No One - Acoustic,Donovan Woods;Tenille Townes,The Other Way,acoustic,False
33JX2be3eKVhl5xk8YQhVc,Empty,Ray LaMontagne,Till The Sun Turns Black,acoustic,False
29Ns3avs48iQhNQgrHMEkm,"See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",Megan Davies,"See You Again, Love Me Like You Do, Sugar (Acoustic Mashup)",acoustic,False
2XDxQ3VzovLzh60zgOaNEi,The Reason,Tim Halperin,Covers,acoustic,False
0J4sK2VO75cRSVoj0FokQn,Fix You,Canyon City,Refuge,acoustic,False
7bpR5j22mNID1pXwgRcZP1,Hand to Hold,JJ Heller,Hand to Hold,acoustic,False
1U1GtaJeYwGsPgqV9Me5bb,Hold You in My Arms,Ray LaMontagne,Trouble,acoustic,False
34p2uL1CvmaHn3uLfOKt8d,One Last Dance,Us The Duo,Public Record,acoustic,False
2EKxmYmUdAVXlaHCnnW13o,Heaven,Boyce Avenue;Megan Nicole,"Cover Sessions, Vol. 2",acoustic,False
1jkBuvWI9IGEz9thXiKOlP,The Spark - Bonus Track,Joshua Hyslop,In Deepest Blue (Bonus Track Version),acoustic,False
